District,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Water Consumption (liters/hectare),Water Availability (liters/hectare),Soil & Irrigation
Sri Ganganagar,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Citrus,9251.044913,9812.50751,Saline-Canal Irrigation
Alwar,7.196748306,2.227952098,27.70454845,16.52699815,34.22818666,Wheat,15865.55837,16057.08402,Clay-Drip Irrigation
Hanumangarh,8.318369981,1.908349645,29.90102828,17.58843215,45.49491679,Sugarcane,6660.721628,7404.319599,Clay-Canal Irrigation
Sri Ganganagar,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Pulses,6785.848113,6155.341107,Black lava soil-Sprinkler Irrigation
Bhilwara,7.156975121,1.691393877,30.53528726,18.27426559,43.43966486,Tomato,6962.690542,6649.842559,Black lava soil-Tube Well
Jaipur,7.737715341,1.602221466,32.12196969,26.39759335,28.9159058,Sugarcane,10813.02045,10948.1753,Saline-Canal Irrigation
Jaipur,7.19412018,2.567973923,29.23001167,19.19022592,42.1920635,Fennel,9199.905309,9581.406587,Clay-Drip Irrigation
Udaipur,6.814163151,1.645279499,28.55725652,16.08123239,48.67468288,Barley,13625.99755,13089.49736,Loamy-Sprinkler Irrigation
Jodhpur,8.390899454,1.171688396,27.37775932,16.3234827,43.60739662,Maize,8124.720059,7536.35493,Black lava soil-Canal Irrigation
Udaipur,7.546489623,1.765751943,26.20617371,26.75426165,36.7316043,Coriander,5507.389544,5988.223314,Saline-Tube Well
Udaipur,7.869826576,1.045321956,36.59151162,20.36340262,37.94253428,Chilli,10782.35242,10309.0518,Sandy-Drip Irrigation
Ajmer,8.018151446,1.702232532,34.50266539,28.49717992,37.99102487,Bajra,8318.884321,8775.857827,Nitrogenous-Canal Irrigation
Kota,7.964122846,1.751734132,24.23253787,21.33921819,35.88232515,Coriander,8088.553494,8587.062097,Nitrogenous-Sprinkler Irrigation
Alwar,7.483859694,2.320271468,30.61539101,19.43435974,33.50391818,Maize,9862.175812,10281.55341,Nitrogenous-Tube Well
Jodhpur,6.559994983,2.356356014,20.58424896,18.13840474,42.18656594,Chilli,11206.5093,10783.41951,Nitrogenous-Tube Well
Jaipur,7.896909234,1.85131196,28.76808299,24.93188253,36.44013386,Mango,12977.27774,12286.88913,Black lava soil-Tube Well
Udaipur,7.653806334,1.737716493,36.76101339,22.12033431,40.19723524,Wheat,10324.88693,10007.6101,Alkaline-Drip Irrigation
Udaipur,6.733658015,1.435704663,34.86221999,24.36393707,41.81502142,Oilseeds,9439.47522,9071.955662,Chalky (Calcareous)-Drip Irrigation
Udaipur,7.069635418,2.336194669,30.83327909,25.90494953,42.01637282,Wheat,10898.39034,11259.66916,Loamy-Canal Irrigation
Jodhpur,6.963335984,1.785576037,32.07918418,23.00106483,44.78966028,Pulses,12432.99936,12128.67244,Black lava soil-Canal Irrigation
Ajmer,7.911033039,2.436076553,31.62018221,24.12051448,39.17925294,Pulses,9375.416031,10011.20824,Saline-Sprinkler Irrigation
Jodhpur,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Chilli,10153.05829,10010.07392,Nitrogenous-Drip Irrigation
Alwar,7.645601378,1.818213353,29.079838,7.560889712,38.89109298,Tomato,12226.92394,12060.76864,Clay-Tube Well
Udaipur,7.129754947,2.432412219,30.75701524,21.49225907,36.08700701,Barley,12696.51843,12541.46451,Clay-Tube Well
Ajmer,7.65656607,2.343532898,37.3327043,14.44209875,39.82087211,Onion,8254.397481,7738.510517,Sandy-Sprinkler Irrigation
Nagaur,7.766391605,1.597236659,28.924431,27.71138314,44.9717576,Pulses,8443.310385,9215.982049,Saline-Sprinkler Irrigation
Alwar,6.910270168,2.7175437,28.26348856,27.26637738,39.6088467,Cumin,9154.015304,8641.397426,Saline-Tube Well
Kota,7.123782381,1.266607405,27.49298927,24.87656229,42.57814044,Opium,12018.70282,11643.58412,Nitrogenous-Tube Well
Ajmer,7.112518588,2.684047118,39.83458481,19.80427987,46.2485521,Fennel,12710.18555,12017.6947,Clay-Drip Irrigation
Kota,7.964122846,1.751734132,24.23253787,21.33921819,35.88232515,Coriander,8088.553494,8587.062097,Nitrogenous-Sprinkler Irrigation
Jodhpur,7.389055864,1.325113465,38.84084647,21.59982596,32.965283,Sugarcane,10190.62478,9230.048762,Alkaline-Drip Irrigation
Sri Ganganagar,6.664415114,3.017936768,32.34489039,17.54021548,46.64028444,Citrus,9617.67665,10038.17066,Saline-Sprinkler Irrigation
Jodhpur,6.809700647,1.781922279,28.71189757,19.65183273,43.44582229,Chilli,11778.05954,11144.55454,Nitrogenous-Sprinkler Irrigation
Kota,7.471046125,1.6324416,29.0703776,12.00302619,51.38543249,Citrus,13949.24518,14025.50808,Sandy-Tube Well
Udaipur,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Pomegranate,13011.66554,13527.27769,Clay-Tube Well
Sri Ganganagar,8.584968294,1.288158682,20.74078634,23.91794832,36.60678469,Oilseeds,12472.16259,12667.43562,Black lava soil-Drip Irrigation
Jaipur,6.475242742,2.186766842,37.27717242,17.04490772,42.20029965,Fennel,12094.26981,12418.71668,Loamy-Drip Irrigation
Jaipur,7.387840515,2.429792436,30.39900742,25.69777768,38.06319018,Pomegranate,6516.406866,5629.616415,Black lava soil-Sprinkler Irrigation
Kota,7.822297716,1.808773801,20.1201835,17.14842966,34.10445893,Cotton,11279.21839,12182.77488,Alkaline-Sprinkler Irrigation
Sri Ganganagar,7.058000572,2.066248572,28.09255293,13.39753278,41.68741037,Mango,14067.41624,14161.72869,Saline-Drip Irrigation
Ajmer,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Cotton,8574.32837,9167.554313,Saline-Drip Irrigation
Bhilwara,6.984487362,2.411175235,25.81509823,22.7598213,38.27950986,Onion,16516.89643,16182.34086,Alkaline-Tube Well
Alwar,7.746780102,2.145448529,20.0223411,14.3937813,44.64704992,Cumin,10498.5806,11378.40275,Alkaline-Drip Irrigation
Ajmer,7.053242454,2.398925351,20.63279348,23.2294521,34.50477624,Cotton,6833.142224,7069.150324,Black lava soil-Sprinkler Irrigation
Kota,7.158182859,1.863135374,29.92864824,20.74798979,40.48913587,Chilli,6211.360931,5374.176335,Saline-Tube Well
Jaipur,7.67105302,2.958629574,22.37214146,14.22918308,44.27600754,Cumin,15567.96604,15062.27317,Chalky (Calcareous)-Canal Irrigation
Bhilwara,7.08767483,2.351746074,29.61089282,18.62024274,38.19138082,Mustard,9518.420014,8853.952091,Loamy-Canal Irrigation
Jodhpur,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Wheat,8811.686999,8512.323275,Clay-Drip Irrigation
Jaipur,7.67105302,2.958629574,22.37214146,14.22918308,44.27600754,Cumin,15567.96604,15062.27317,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.020610772,1.323745655,22.08205805,22.06499456,38.92966151,Mustard,10055.48158,10698.92911,Black lava soil-Sprinkler Irrigation
Nagaur,7.730412433,2.524199944,29.59466447,28.72291935,44.29916781,Pulses,8726.456184,8689.25479,Black lava soil-Canal Irrigation
Hanumangarh,6.926420244,2.54495248,27.14408013,20.219144,44.77901373,Gram,16041.89188,16398.50846,Alkaline-Tube Well
Kota,8.54896967,1.737184533,30.16203507,16.63757202,41.11635418,Wheat,8467.265465,8078.360541,Alkaline-Tube Well
Jaipur,7.088032257,1.640445274,40.24906048,20.00341409,43.91065001,Oilseeds,13919.97323,14126.70105,Nitrogenous-Drip Irrigation
Nagaur,8.098584014,1.59620433,28.88263747,14.77581843,48.91961298,Tomato,7600.513585,8194.564753,Loamy-Sprinkler Irrigation
Kota,7.348557378,2.673049897,29.03347887,27.35792541,39.89071626,Garlic,12398.89445,12948.6353,Clay-Drip Irrigation
Bhilwara,7.206071848,2.115305424,24.33289491,21.74961858,35.52322813,Pomegranate,12193.86909,11979.82023,Loamy-Drip Irrigation
Udaipur,6.736416072,1.472455316,30.63133868,15.07672608,36.03738276,Mustard,10394.76474,10415.6125,Chalky (Calcareous)-Drip Irrigation
Ajmer,7.567781708,2.364259322,33.18802906,21.29384903,45.97765694,Coriander,6960.644618,7636.862881,Black lava soil-Tube Well
Jaipur,6.618381651,2.391013694,25.44191349,19.90040802,38.7605994,Coriander,5870.109123,4889.266349,Nitrogenous-Tube Well
Jaipur,6.817947003,1.734061125,32.50458665,15.08837864,48.02677981,Oilseeds,14206.98257,13444.51469,Clay-Canal Irrigation
Udaipur,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Coriander,10167.39574,9491.955712,Black lava soil-Canal Irrigation
Ajmer,7.087083613,2.92319796,39.66679874,21.28375399,39.94242456,Pulses,7193.092735,6268.906166,Sandy-Tube Well
Udaipur,7.920991848,1.8153964,15.4650589,18.12588972,34.8072809,Onion,14784.88057,14866.04889,Black lava soil-Tube Well
Ajmer,7.974071475,1.847022784,23.81760857,26.37220114,39.52329454,Fennel,8385.900627,8458.110409,Alkaline-Canal Irrigation
Alwar,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Bajra,13113.39831,12679.3328,Loamy-Sprinkler Irrigation
Hanumangarh,7.986811125,1.748215191,29.24692993,16.16939585,34.35968723,Cotton,10295.83897,11053.19352,Loamy-Drip Irrigation
Alwar,8.146030167,1.625414137,36.57754145,21.05248149,39.19790309,Sugarcane,8027.022644,8008.712839,Alkaline-Sprinkler Irrigation
Alwar,7.579046949,2.016721734,29.5905281,24.95595556,43.73722486,Oilseeds,10271.70642,9876.14555,Alkaline-Tube Well
Jodhpur,8.034189667,2.302060445,41.51819376,12.60277888,46.2961662,Wheat,9738.809833,10557.48828,Saline-Sprinkler Irrigation
Sri Ganganagar,7.734270081,2.8914528,28.76329806,8.105019796,43.35024836,Sugarcane,11896.69466,11299.49667,Loamy-Tube Well
Bhilwara,7.640022671,0.662716436,21.24512213,19.11254058,40.41220883,Pulses,7534.106107,7745.604121,Saline-Sprinkler Irrigation
Ajmer,8.100965835,2.004394221,30.28932024,18.67203683,43.42225239,Onion,15252.10665,15357.75444,Loamy-Tube Well
Jaipur,7.792157083,1.94976214,29.71304648,22.05275043,38.84465261,Chilli,8611.594225,8693.130116,Sandy-Tube Well
Nagaur,7.788225673,1.245722016,30.92485288,22.26378176,48.53664905,Cotton,10268.31714,9304.147579,Black lava soil-Drip Irrigation
Kota,7.295156704,2.35616108,41.40825918,16.91179162,32.32479876,Onion,6491.731744,5908.208036,Nitrogenous-Tube Well
Bhilwara,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Fenugreek,10637.32123,10808.457,Saline-Canal Irrigation
Nagaur,6.55016486,1.93586826,23.08329612,24.50864349,43.92073208,Fennel,10433.48021,9681.043435,Black lava soil-Canal Irrigation
Kota,7.745714726,2.284880179,30.97740866,19.50577399,42.17987695,Bajra,7486.885655,7015.676647,Chalky (Calcareous)-Canal Irrigation
Jodhpur,7.009968849,1.191099693,31.90389036,15.91295933,41.60645735,Coriander,7380.173967,6828.365244,Chalky (Calcareous)-Sprinkler Irrigation
Nagaur,8.005419868,3.764527594,23.77756775,22.24913607,36.46223857,Gram,12597.75084,11685.07977,Black lava soil-Tube Well
Ajmer,7.134372716,1.551170307,26.81256283,18.12296277,39.75585082,Opium,8713.367048,8514.552243,Sandy-Canal Irrigation
Hanumangarh,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Barley,8634.324787,8641.818231,Loamy-Sprinkler Irrigation
Jaipur,6.807006029,2.252794621,37.44556554,31.35724873,37.97801288,Wheat,7489.464053,8236.964475,Loamy-Canal Irrigation
Sri Ganganagar,7.661041155,1.994453998,25.93492814,24.11639958,41.12880762,Tomato,6944.652112,6362.671194,Chalky (Calcareous)-Tube Well
Bhilwara,7.378469401,2.001143968,35.3518258,26.35946211,39.4459372,Cumin,5911.526944,6516.22794,Black lava soil-Sprinkler Irrigation
Sri Ganganagar,7.661041155,1.994453998,25.93492814,24.11639958,41.12880762,Tomato,6944.652112,6362.671194,Chalky (Calcareous)-Tube Well
Jaipur,7.15029273,2.080849263,30.51429289,20.74670956,32.94471584,Pulses,8740.542057,8323.548564,Alkaline-Sprinkler Irrigation
Alwar,7.398737886,1.735851477,35.18043826,12.88512537,35.1493787,Oilseeds,11376.12703,11598.30654,Alkaline-Sprinkler Irrigation
Jaipur,7.279075536,2.055443191,38.52296047,14.45943771,44.8802036,Maize,12260.05726,12048.59391,Sandy-Tube Well
Bhilwara,7.088961994,1.390357767,27.15275113,19.37989306,34.67889997,Cotton,11870.40554,11739.8742,Chalky (Calcareous)-Sprinkler Irrigation
Kota,7.348557378,2.673049897,29.03347887,27.35792541,39.89071626,Garlic,12398.89445,12948.6353,Clay-Drip Irrigation
Ajmer,7.215425901,1.601443217,30.20462374,22.17470519,38.03006659,Cumin,11546.48612,11688.06174,Sandy-Drip Irrigation
Jodhpur,7.80162375,2.149079233,33.19330084,25.29059163,41.8380992,Mustard,6863.57029,6248.501184,Loamy-Tube Well
Kota,7.650850004,2.087768115,20.78103208,15.54841076,39.67961118,Guava,11257.84033,10583.03555,Chalky (Calcareous)-Tube Well
Kota,6.022875529,1.679136428,26.87041991,15.10872531,40.61121502,Citrus,13924.5074,13887.81076,Clay-Canal Irrigation
Jodhpur,7.303194209,2.191216658,23.43918399,18.01442334,39.79264111,Sugarcane,14076.78192,14591.2734,Alkaline-Sprinkler Irrigation
Nagaur,7.215150519,1.821086033,43.18940876,21.5093669,38.06838762,Fenugreek,13047.37321,13900.63741,Black lava soil-Drip Irrigation
Jodhpur,8.390899454,1.171688396,27.37775932,16.3234827,43.60739662,Maize,8124.720059,7536.35493,Black lava soil-Canal Irrigation
Jodhpur,6.90273853,2.142901643,25.77423021,22.76694492,39.83037387,Mango,11665.67213,11731.16326,Sandy-Drip Irrigation
Alwar,7.920890387,1.474389985,17.34115342,18.86446996,39.29121223,Mustard,14521.55138,13847.43275,Sandy-Drip Irrigation
Ajmer,7.112518588,2.684047118,39.83458481,19.80427987,46.2485521,Fennel,12710.18555,12017.6947,Clay-Drip Irrigation
Udaipur,8.041572606,1.080740688,34.49058662,18.16107737,43.51266657,Sugarcane,15018.40742,15053.7686,Loamy-Canal Irrigation
Jodhpur,7.382144378,1.530268379,35.59622459,18.52772121,47.26377773,Fennel,9165.321933,8174.462016,Alkaline-Canal Irrigation
Jaipur,8.524354129,1.187253865,27.21610614,20.16319418,45.68690549,Opium,6712.993163,6342.602307,Clay-Drip Irrigation
Nagaur,7.757031276,1.769415134,33.78282337,13.02752466,45.26945776,Onion,14985.48344,14275.36599,Chalky (Calcareous)-Drip Irrigation
Jodhpur,6.63946124,1.820798212,23.87500056,25.88266627,37.08138933,Garlic,15454.10281,16259.07275,Chalky (Calcareous)-Tube Well
Kota,7.003566999,1.277397368,33.33134836,22.88989262,42.88681763,Mango,12484.25317,11786.78267,Clay-Tube Well
Jodhpur,7.292449856,2.350350306,44.07327222,19.47828604,41.96653525,Gram,7310.516573,7552.521458,Clay-Drip Irrigation
Alwar,6.307547246,2.173058664,32.4600714,30.32110067,40.79047438,Tomato,9090.349281,9102.478425,Sandy-Sprinkler Irrigation
Jaipur,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Cumin,8653.279811,7842.768946,Clay-Sprinkler Irrigation
Jodhpur,7.303194209,2.191216658,23.43918399,18.01442334,39.79264111,Sugarcane,14076.78192,14591.2734,Alkaline-Sprinkler Irrigation
Nagaur,7.42483977,1.836651893,24.78711153,14.13883123,42.32184932,Bajra,10494.50334,11480.93303,Black lava soil-Canal Irrigation
Jaipur,8.051966773,1.871859588,28.82041735,17.96557378,37.32621665,Cumin,11147.15481,11198.79753,Alkaline-Tube Well
Bhilwara,7.647616288,1.880883162,27.94740759,29.09449266,45.88592482,Chilli,8232.959472,8142.228955,Alkaline-Canal Irrigation
Nagaur,7.214679785,2.426234322,23.85408201,27.2605885,40.07074632,Tomato,8911.254812,8184.064041,Saline-Sprinkler Irrigation
Jodhpur,8.143191068,1.871473796,31.38776257,15.33446961,35.01534187,Fennel,9567.094384,9791.71466,Saline-Canal Irrigation
Kota,7.347405577,2.523455897,28.32377959,13.29467643,43.71825888,Bajra,10072.25843,10460.96623,Chalky (Calcareous)-Sprinkler Irrigation
Kota,7.878244177,1.042969965,33.29725621,15.98025793,41.53672808,Wheat,6592.136115,5623.906608,Clay-Sprinkler Irrigation
Jaipur,7.85470549,1.929723257,26.84379432,22.99725343,41.9285542,Pulses,11001.11378,11027.36526,Nitrogenous-Canal Irrigation
Sri Ganganagar,7.796283637,0.647804184,26.85057724,17.55863079,43.16663413,Cotton,8707.160736,8720.53999,Black lava soil-Drip Irrigation
Sri Ganganagar,7.333269653,2.759976003,19.32100076,23.79893618,35.80236221,Gram,6419.276992,6685.757927,Nitrogenous-Tube Well
Jaipur,7.48937761,2.146768765,31.24708844,18.36663376,40.6237605,Cumin,11582.77732,11056.27725,Black lava soil-Tube Well
Udaipur,8.409030961,2.387577747,32.76520043,21.17012227,38.75735691,Maize,15589.49965,14763.18527,Loamy-Drip Irrigation
Ajmer,8.188590468,2.510018253,28.18434177,24.27201001,41.70607921,Citrus,8098.752696,8638.194989,Loamy-Sprinkler Irrigation
Ajmer,7.682070148,2.003589233,19.56761171,20.80244812,51.0626552,Pomegranate,8947.57519,9173.131382,Saline-Drip Irrigation
Bhilwara,7.3512589,2.655991869,31.60392863,20.97025972,33.64969456,Garlic,5666.525491,6511.065722,Black lava soil-Drip Irrigation
Udaipur,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Coriander,15225.06971,14714.16899,Alkaline-Tube Well
Bhilwara,6.978864206,2.285210587,28.34284314,17.4066664,44.26600773,Barley,13094.46749,12702.29625,Saline-Canal Irrigation
Jodhpur,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Onion,10952.76011,11134.34191,Saline-Tube Well
Bhilwara,7.3512589,2.655991869,31.60392863,20.97025972,33.64969456,Garlic,5666.525491,6511.065722,Black lava soil-Drip Irrigation
Kota,7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Barley,11739.96657,11617.91067,Chalky (Calcareous)-Sprinkler Irrigation
Hanumangarh,7.223411377,1.873024147,26.23068943,21.91326776,45.62466273,Fenugreek,6585.00933,7101.996971,Chalky (Calcareous)-Canal Irrigation
Udaipur,7.09505495,2.709517806,31.46676018,23.64909681,46.95960444,Onion,15110.09188,15990.66185,Chalky (Calcareous)-Tube Well
Alwar,7.645601378,1.818213353,29.079838,7.560889712,38.89109298,Tomato,12226.92394,12060.76864,Clay-Tube Well
Kota,7.822297716,1.808773801,20.1201835,17.14842966,34.10445893,Cotton,11279.21839,12182.77488,Alkaline-Sprinkler Irrigation
Alwar,7.000779574,2.811628345,39.95685209,21.96456755,47.95201784,Wheat,13237.01182,13184.33848,Nitrogenous-Sprinkler Irrigation
Jaipur,7.19716,1.983978815,24.09513758,14.24159445,50.55648167,Maize,14425.02599,14786.13469,Sandy-Drip Irrigation
Udaipur,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Fennel,13941.69026,14886.42397,Black lava soil-Tube Well
Jodhpur,7.704026423,2.275398786,32.22386904,15.87173159,40.74681741,Garlic,10458.5215,10165.59735,Saline-Sprinkler Irrigation
Kota,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Mango,6690.53883,6538.424591,Saline-Canal Irrigation
Jaipur,7.186842362,2.247031959,15.72686669,15.71574067,34.3697302,Garlic,12262.9,11409.18914,Loamy-Tube Well
Kota,6.022875529,1.679136428,26.87041991,15.10872531,40.61121502,Citrus,13924.5074,13887.81076,Clay-Canal Irrigation
Udaipur,7.653806334,1.737716493,36.76101339,22.12033431,40.19723524,Wheat,10324.88693,10007.6101,Alkaline-Drip Irrigation
Hanumangarh,6.950689787,2.710252144,29.43259677,21.10779237,46.17375957,Barley,7845.401422,7476.235234,Loamy-Tube Well
Nagaur,7.215150519,1.821086033,43.18940876,21.5093669,38.06838762,Fenugreek,13047.37321,13900.63741,Black lava soil-Drip Irrigation
Alwar,6.307547246,2.173058664,32.4600714,30.32110067,40.79047438,Tomato,9090.349281,9102.478425,Sandy-Sprinkler Irrigation
Kota,7.338985923,2.662716055,22.96592495,22.92952101,36.31614932,Tomato,8087.025431,9027.325758,Clay-Canal Irrigation
Nagaur,7.632145105,2.656891088,29.9226418,15.66012289,38.93203379,Tomato,14120.94708,13269.88507,Black lava soil-Sprinkler Irrigation
Jodhpur,7.292449856,2.350350306,44.07327222,19.47828604,41.96653525,Gram,7310.516573,7552.521458,Clay-Drip Irrigation
Kota,8.365160907,0.877207051,30.97701611,29.59303167,38.23367932,Wheat,7085.039933,7133.806636,Saline-Tube Well
Jodhpur,6.521330705,1.665928476,30.96689726,13.25911477,40.07841118,Fennel,14563.80762,14097.67714,Chalky (Calcareous)-Sprinkler Irrigation
Jodhpur,7.191928271,1.479900645,33.49407835,27.24410054,38.42459036,Fennel,9980.289076,9151.358474,Chalky (Calcareous)-Tube Well
Kota,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Onion,14543.52444,14584.89972,Nitrogenous-Sprinkler Irrigation
Nagaur,7.788225673,1.245722016,30.92485288,22.26378176,48.53664905,Cotton,10268.31714,9304.147579,Black lava soil-Drip Irrigation
Jodhpur,7.932034991,2.153067277,28.84470232,14.04062648,49.71764441,Guava,11790.37738,10807.0116,Chalky (Calcareous)-Canal Irrigation
Nagaur,6.865000701,2.334420065,33.35972304,21.92101036,35.02785739,Pulses,9784.725643,8873.174034,Sandy-Drip Irrigation
